dx_bin,dy_bin,cnt,bin_p,pass_p,t
"(50, 60]","(-40, -30]",0.0,0.0,0.0,74
"(50, 60]","(-30, -20]",0.0,0.0,0.0,74
"(50, 60]","(-20, -10]",1.0,0.004651162790697674,4.651162790697674e-05,74
"(50, 60]","(-10, 0]",3.0,0.013953488372093023,0.00013953488372093022,74
"(50, 60]","(0, 10]",1.0,0.004651162790697674,4.651162790697674e-05,74
"(50, 60]","(10, 20]",0.0,0.0,0.0,74
"(50, 60]","(20, 30]",0.0,0.0,0.0,74
"(50, 60]","(30, 40]",0.0,0.0,0.0,74
"(60, 70]","(-40, -30]",0.0,0.0,0.0,74
"(60, 70]","(-30, -20]",0.0,0.0,0.0,74
"(60, 70]","(-20, -10]",1.0,0.004651162790697674,4.651162790697674e-05,74
"(60, 70]","(-10, 0]",2.0,0.009302325581395349,9.302325581395348e-05,74
"(60, 70]","(0, 10]",0.0,0.0,0.0,74
"(60, 70]","(10, 20]",0.0,0.0,0.0,74
"(60, 70]","(20, 30]",0.0,0.0,0.0,74
"(60, 70]","(30, 40]",0.0,0.0,0.0,74
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,75
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,75
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,75
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,75
"(-10, 0]","(0, 10]",0.0,0.0,0.0,75
"(-10, 0]","(10, 20]",0.0,0.0,0.0,75
"(-10, 0]","(20, 30]",0.0,0.0,0.0,75
"(-10, 0]","(30, 40]",0.0,0.0,0.0,75
"(0, 10]","(-40, -30]",0.0,0.0,0.0,75
"(0, 10]","(-30, -20]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(0, 10]","(-20, -10]",2.0,0.009216589861751152,9.216589861751152e-05,75
"(0, 10]","(-10, 0]",16.0,0.07373271889400922,0.0007373271889400922,75
"(0, 10]","(0, 10]",8.0,0.03686635944700461,0.0003686635944700461,75
"(0, 10]","(10, 20]",5.0,0.02304147465437788,0.0002304147465437788,75
"(0, 10]","(20, 30]",0.0,0.0,0.0,75
"(0, 10]","(30, 40]",0.0,0.0,0.0,75
"(10, 20]","(-40, -30]",0.0,0.0,0.0,75
"(10, 20]","(-30, -20]",2.0,0.009216589861751152,9.216589861751152e-05,75
"(10, 20]","(-20, -10]",19.0,0.08755760368663594,0.0008755760368663594,75
"(10, 20]","(-10, 0]",27.0,0.12442396313364056,0.0012442396313364055,75
"(10, 20]","(0, 10]",12.0,0.055299539170506916,0.0005529953917050691,75
"(10, 20]","(10, 20]",11.0,0.05069124423963134,0.0005069124423963134,75
"(10, 20]","(20, 30]",0.0,0.0,0.0,75
"(10, 20]","(30, 40]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(20, 30]","(-40, -30]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(20, 30]","(-30, -20]",5.0,0.02304147465437788,0.0002304147465437788,75
"(20, 30]","(-20, -10]",12.0,0.055299539170506916,0.0005529953917050691,75
"(20, 30]","(-10, 0]",23.0,0.10599078341013825,0.0010599078341013825,75
"(20, 30]","(0, 10]",12.0,0.055299539170506916,0.0005529953917050691,75
"(20, 30]","(10, 20]",4.0,0.018433179723502304,0.00018433179723502304,75
"(20, 30]","(20, 30]",3.0,0.013824884792626729,0.00013824884792626728,75
"(20, 30]","(30, 40]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(30, 40]","(-40, -30]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(30, 40]","(-30, -20]",2.0,0.009216589861751152,9.216589861751152e-05,75
"(30, 40]","(-20, -10]",4.0,0.018433179723502304,0.00018433179723502304,75
"(30, 40]","(-10, 0]",8.0,0.03686635944700461,0.0003686635944700461,75
"(30, 40]","(0, 10]",3.0,0.013824884792626729,0.00013824884792626728,75
"(30, 40]","(10, 20]",3.0,0.013824884792626729,0.00013824884792626728,75
"(30, 40]","(20, 30]",4.0,0.018433179723502304,0.00018433179723502304,75
"(30, 40]","(30, 40]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(40, 50]","(-40, -30]",0.0,0.0,0.0,75
"(40, 50]","(-30, -20]",0.0,0.0,0.0,75
"(40, 50]","(-20, -10]",2.0,0.009216589861751152,9.216589861751152e-05,75
"(40, 50]","(-10, 0]",4.0,0.018433179723502304,0.00018433179723502304,75
"(40, 50]","(0, 10]",5.0,0.02304147465437788,0.0002304147465437788,75
"(40, 50]","(10, 20]",4.0,0.018433179723502304,0.00018433179723502304,75
"(40, 50]","(20, 30]",3.0,0.013824884792626729,0.00013824884792626728,75
"(40, 50]","(30, 40]",0.0,0.0,0.0,75
"(50, 60]","(-40, -30]",0.0,0.0,0.0,75
"(50, 60]","(-30, -20]",0.0,0.0,0.0,75
"(50, 60]","(-20, -10]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(50, 60]","(-10, 0]",3.0,0.013824884792626729,0.00013824884792626728,75
"(50, 60]","(0, 10]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(50, 60]","(10, 20]",0.0,0.0,0.0,75
"(50, 60]","(20, 30]",0.0,0.0,0.0,75
"(50, 60]","(30, 40]",0.0,0.0,0.0,75
"(60, 70]","(-40, -30]",0.0,0.0,0.0,75
"(60, 70]","(-30, -20]",0.0,0.0,0.0,75
"(60, 70]","(-20, -10]",1.0,0.004608294930875576,4.608294930875576e-05,75
"(60, 70]","(-10, 0]",2.0,0.009216589861751152,9.216589861751152e-05,75
"(60, 70]","(0, 10]",0.0,0.0,0.0,75
"(60, 70]","(10, 20]",0.0,0.0,0.0,75
"(60, 70]","(20, 30]",0.0,0.0,0.0,75
"(60, 70]","(30, 40]",0.0,0.0,0.0,75
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,76
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,76
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,76
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,76
"(-10, 0]","(0, 10]",0.0,0.0,0.0,76
"(-10, 0]","(10, 20]",0.0,0.0,0.0,76
"(-10, 0]","(20, 30]",0.0,0.0,0.0,76
"(-10, 0]","(30, 40]",0.0,0.0,0.0,76
"(0, 10]","(-40, -30]",0.0,0.0,0.0,76
"(0, 10]","(-30, -20]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(0, 10]","(-20, -10]",2.0,0.009216589861751152,9.216589861751152e-05,76
"(0, 10]","(-10, 0]",16.0,0.07373271889400922,0.0007373271889400922,76
"(0, 10]","(0, 10]",8.0,0.03686635944700461,0.0003686635944700461,76
"(0, 10]","(10, 20]",5.0,0.02304147465437788,0.0002304147465437788,76
"(0, 10]","(20, 30]",0.0,0.0,0.0,76
"(0, 10]","(30, 40]",0.0,0.0,0.0,76
"(10, 20]","(-40, -30]",0.0,0.0,0.0,76
"(10, 20]","(-30, -20]",2.0,0.009216589861751152,9.216589861751152e-05,76
"(10, 20]","(-20, -10]",19.0,0.08755760368663594,0.0008755760368663594,76
"(10, 20]","(-10, 0]",27.0,0.12442396313364056,0.0012442396313364055,76
"(10, 20]","(0, 10]",12.0,0.055299539170506916,0.0005529953917050691,76
"(10, 20]","(10, 20]",11.0,0.05069124423963134,0.0005069124423963134,76
"(10, 20]","(20, 30]",0.0,0.0,0.0,76
"(10, 20]","(30, 40]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(20, 30]","(-40, -30]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(20, 30]","(-30, -20]",5.0,0.02304147465437788,0.0002304147465437788,76
"(20, 30]","(-20, -10]",12.0,0.055299539170506916,0.0005529953917050691,76
"(20, 30]","(-10, 0]",23.0,0.10599078341013825,0.0010599078341013825,76
"(20, 30]","(0, 10]",12.0,0.055299539170506916,0.0005529953917050691,76
"(20, 30]","(10, 20]",4.0,0.018433179723502304,0.00018433179723502304,76
"(20, 30]","(20, 30]",3.0,0.013824884792626729,0.00013824884792626728,76
"(20, 30]","(30, 40]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(30, 40]","(-40, -30]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(30, 40]","(-30, -20]",2.0,0.009216589861751152,9.216589861751152e-05,76
"(30, 40]","(-20, -10]",4.0,0.018433179723502304,0.00018433179723502304,76
"(30, 40]","(-10, 0]",8.0,0.03686635944700461,0.0003686635944700461,76
"(30, 40]","(0, 10]",3.0,0.013824884792626729,0.00013824884792626728,76
"(30, 40]","(10, 20]",3.0,0.013824884792626729,0.00013824884792626728,76
"(30, 40]","(20, 30]",4.0,0.018433179723502304,0.00018433179723502304,76
"(30, 40]","(30, 40]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(40, 50]","(-40, -30]",0.0,0.0,0.0,76
"(40, 50]","(-30, -20]",0.0,0.0,0.0,76
"(40, 50]","(-20, -10]",2.0,0.009216589861751152,9.216589861751152e-05,76
"(40, 50]","(-10, 0]",4.0,0.018433179723502304,0.00018433179723502304,76
"(40, 50]","(0, 10]",5.0,0.02304147465437788,0.0002304147465437788,76
"(40, 50]","(10, 20]",4.0,0.018433179723502304,0.00018433179723502304,76
"(40, 50]","(20, 30]",3.0,0.013824884792626729,0.00013824884792626728,76
"(40, 50]","(30, 40]",0.0,0.0,0.0,76
"(50, 60]","(-40, -30]",0.0,0.0,0.0,76
"(50, 60]","(-30, -20]",0.0,0.0,0.0,76
"(50, 60]","(-20, -10]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(50, 60]","(-10, 0]",3.0,0.013824884792626729,0.00013824884792626728,76
"(50, 60]","(0, 10]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(50, 60]","(10, 20]",0.0,0.0,0.0,76
"(50, 60]","(20, 30]",0.0,0.0,0.0,76
"(50, 60]","(30, 40]",0.0,0.0,0.0,76
"(60, 70]","(-40, -30]",0.0,0.0,0.0,76
"(60, 70]","(-30, -20]",0.0,0.0,0.0,76
"(60, 70]","(-20, -10]",1.0,0.004608294930875576,4.608294930875576e-05,76
"(60, 70]","(-10, 0]",2.0,0.009216589861751152,9.216589861751152e-05,76
"(60, 70]","(0, 10]",0.0,0.0,0.0,76
"(60, 70]","(10, 20]",0.0,0.0,0.0,76
"(60, 70]","(20, 30]",0.0,0.0,0.0,76
"(60, 70]","(30, 40]",0.0,0.0,0.0,76
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,77
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,77
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,77
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,77
"(-10, 0]","(0, 10]",0.0,0.0,0.0,77
"(-10, 0]","(10, 20]",0.0,0.0,0.0,77
"(-10, 0]","(20, 30]",0.0,0.0,0.0,77
"(-10, 0]","(30, 40]",0.0,0.0,0.0,77
"(0, 10]","(-40, -30]",0.0,0.0,0.0,77
"(0, 10]","(-30, -20]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(0, 10]","(-20, -10]",2.0,0.009174311926605505,9.174311926605505e-05,77
"(0, 10]","(-10, 0]",16.0,0.07339449541284404,0.0007339449541284404,77
"(0, 10]","(0, 10]",8.0,0.03669724770642202,0.0003669724770642202,77
"(0, 10]","(10, 20]",5.0,0.022935779816513763,0.00022935779816513763,77
"(0, 10]","(20, 30]",0.0,0.0,0.0,77
"(0, 10]","(30, 40]",0.0,0.0,0.0,77
"(10, 20]","(-40, -30]",0.0,0.0,0.0,77
"(10, 20]","(-30, -20]",2.0,0.009174311926605505,9.174311926605505e-05,77
"(10, 20]","(-20, -10]",19.0,0.0871559633027523,0.000871559633027523,77
"(10, 20]","(-10, 0]",27.0,0.12385321100917432,0.001238532110091743,77
"(10, 20]","(0, 10]",12.0,0.05504587155963303,0.0005504587155963303,77
"(10, 20]","(10, 20]",12.0,0.05504587155963303,0.0005504587155963303,77
"(10, 20]","(20, 30]",0.0,0.0,0.0,77
"(10, 20]","(30, 40]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(20, 30]","(-40, -30]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(20, 30]","(-30, -20]",5.0,0.022935779816513763,0.00022935779816513763,77
"(20, 30]","(-20, -10]",12.0,0.05504587155963303,0.0005504587155963303,77
"(20, 30]","(-10, 0]",23.0,0.10550458715596331,0.0010550458715596332,77
"(20, 30]","(0, 10]",12.0,0.05504587155963303,0.0005504587155963303,77
"(20, 30]","(10, 20]",4.0,0.01834862385321101,0.0001834862385321101,77
"(20, 30]","(20, 30]",3.0,0.013761467889908258,0.00013761467889908258,77
"(20, 30]","(30, 40]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(30, 40]","(-40, -30]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(30, 40]","(-30, -20]",2.0,0.009174311926605505,9.174311926605505e-05,77
"(30, 40]","(-20, -10]",4.0,0.01834862385321101,0.0001834862385321101,77
"(30, 40]","(-10, 0]",8.0,0.03669724770642202,0.0003669724770642202,77
"(30, 40]","(0, 10]",3.0,0.013761467889908258,0.00013761467889908258,77
"(30, 40]","(10, 20]",3.0,0.013761467889908258,0.00013761467889908258,77
"(30, 40]","(20, 30]",4.0,0.01834862385321101,0.0001834862385321101,77
"(30, 40]","(30, 40]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(40, 50]","(-40, -30]",0.0,0.0,0.0,77
"(40, 50]","(-30, -20]",0.0,0.0,0.0,77
"(40, 50]","(-20, -10]",2.0,0.009174311926605505,9.174311926605505e-05,77
"(40, 50]","(-10, 0]",4.0,0.01834862385321101,0.0001834862385321101,77
"(40, 50]","(0, 10]",5.0,0.022935779816513763,0.00022935779816513763,77
"(40, 50]","(10, 20]",4.0,0.01834862385321101,0.0001834862385321101,77
"(40, 50]","(20, 30]",3.0,0.013761467889908258,0.00013761467889908258,77
"(40, 50]","(30, 40]",0.0,0.0,0.0,77
"(50, 60]","(-40, -30]",0.0,0.0,0.0,77
"(50, 60]","(-30, -20]",0.0,0.0,0.0,77
"(50, 60]","(-20, -10]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(50, 60]","(-10, 0]",3.0,0.013761467889908258,0.00013761467889908258,77
"(50, 60]","(0, 10]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(50, 60]","(10, 20]",0.0,0.0,0.0,77
"(50, 60]","(20, 30]",0.0,0.0,0.0,77
"(50, 60]","(30, 40]",0.0,0.0,0.0,77
"(60, 70]","(-40, -30]",0.0,0.0,0.0,77
"(60, 70]","(-30, -20]",0.0,0.0,0.0,77
"(60, 70]","(-20, -10]",1.0,0.0045871559633027525,4.587155963302752e-05,77
"(60, 70]","(-10, 0]",2.0,0.009174311926605505,9.174311926605505e-05,77
"(60, 70]","(0, 10]",0.0,0.0,0.0,77
"(60, 70]","(10, 20]",0.0,0.0,0.0,77
"(60, 70]","(20, 30]",0.0,0.0,0.0,77
"(60, 70]","(30, 40]",0.0,0.0,0.0,77
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,78
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,78
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,78
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,78
"(-10, 0]","(0, 10]",0.0,0.0,0.0,78
"(-10, 0]","(10, 20]",0.0,0.0,0.0,78
"(-10, 0]","(20, 30]",0.0,0.0,0.0,78
"(-10, 0]","(30, 40]",0.0,0.0,0.0,78
"(0, 10]","(-40, -30]",0.0,0.0,0.0,78
"(0, 10]","(-30, -20]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(0, 10]","(-20, -10]",2.0,0.00904977375565611,9.04977375565611e-05,78
"(0, 10]","(-10, 0]",16.0,0.07239819004524888,0.0007239819004524888,78
"(0, 10]","(0, 10]",8.0,0.03619909502262444,0.0003619909502262444,78
"(0, 10]","(10, 20]",5.0,0.02262443438914027,0.0002262443438914027,78
"(0, 10]","(20, 30]",0.0,0.0,0.0,78
"(0, 10]","(30, 40]",0.0,0.0,0.0,78
"(10, 20]","(-40, -30]",0.0,0.0,0.0,78
"(10, 20]","(-30, -20]",2.0,0.00904977375565611,9.04977375565611e-05,78
"(10, 20]","(-20, -10]",19.0,0.08597285067873303,0.0008597285067873303,78
"(10, 20]","(-10, 0]",27.0,0.12217194570135746,0.0012217194570135746,78
"(10, 20]","(0, 10]",12.0,0.05429864253393665,0.0005429864253393666,78
"(10, 20]","(10, 20]",12.0,0.05429864253393665,0.0005429864253393666,78
"(10, 20]","(20, 30]",0.0,0.0,0.0,78
"(10, 20]","(30, 40]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(20, 30]","(-40, -30]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(20, 30]","(-30, -20]",5.0,0.02262443438914027,0.0002262443438914027,78
"(20, 30]","(-20, -10]",13.0,0.058823529411764705,0.000588235294117647,78
"(20, 30]","(-10, 0]",24.0,0.1085972850678733,0.0010859728506787331,78
"(20, 30]","(0, 10]",12.0,0.05429864253393665,0.0005429864253393666,78
"(20, 30]","(10, 20]",4.0,0.01809954751131222,0.0001809954751131222,78
"(20, 30]","(20, 30]",3.0,0.013574660633484163,0.00013574660633484164,78
"(20, 30]","(30, 40]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(30, 40]","(-40, -30]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(30, 40]","(-30, -20]",3.0,0.013574660633484163,0.00013574660633484164,78
"(30, 40]","(-20, -10]",4.0,0.01809954751131222,0.0001809954751131222,78
"(30, 40]","(-10, 0]",8.0,0.03619909502262444,0.0003619909502262444,78
"(30, 40]","(0, 10]",3.0,0.013574660633484163,0.00013574660633484164,78
"(30, 40]","(10, 20]",3.0,0.013574660633484163,0.00013574660633484164,78
"(30, 40]","(20, 30]",4.0,0.01809954751131222,0.0001809954751131222,78
"(30, 40]","(30, 40]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(40, 50]","(-40, -30]",0.0,0.0,0.0,78
"(40, 50]","(-30, -20]",0.0,0.0,0.0,78
"(40, 50]","(-20, -10]",2.0,0.00904977375565611,9.04977375565611e-05,78
"(40, 50]","(-10, 0]",4.0,0.01809954751131222,0.0001809954751131222,78
"(40, 50]","(0, 10]",5.0,0.02262443438914027,0.0002262443438914027,78
"(40, 50]","(10, 20]",4.0,0.01809954751131222,0.0001809954751131222,78
"(40, 50]","(20, 30]",3.0,0.013574660633484163,0.00013574660633484164,78
"(40, 50]","(30, 40]",0.0,0.0,0.0,78
"(50, 60]","(-40, -30]",0.0,0.0,0.0,78
"(50, 60]","(-30, -20]",0.0,0.0,0.0,78
"(50, 60]","(-20, -10]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(50, 60]","(-10, 0]",3.0,0.013574660633484163,0.00013574660633484164,78
"(50, 60]","(0, 10]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(50, 60]","(10, 20]",0.0,0.0,0.0,78
"(50, 60]","(20, 30]",0.0,0.0,0.0,78
"(50, 60]","(30, 40]",0.0,0.0,0.0,78
"(60, 70]","(-40, -30]",0.0,0.0,0.0,78
"(60, 70]","(-30, -20]",0.0,0.0,0.0,78
"(60, 70]","(-20, -10]",1.0,0.004524886877828055,4.524886877828055e-05,78
"(60, 70]","(-10, 0]",2.0,0.00904977375565611,9.04977375565611e-05,78
"(60, 70]","(0, 10]",0.0,0.0,0.0,78
"(60, 70]","(10, 20]",0.0,0.0,0.0,78
"(60, 70]","(20, 30]",0.0,0.0,0.0,78
"(60, 70]","(30, 40]",0.0,0.0,0.0,78
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,79
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,79
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,79
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,79
"(-10, 0]","(0, 10]",0.0,0.0,0.0,79
"(-10, 0]","(10, 20]",0.0,0.0,0.0,79
"(-10, 0]","(20, 30]",0.0,0.0,0.0,79
"(-10, 0]","(30, 40]",0.0,0.0,0.0,79
"(0, 10]","(-40, -30]",0.0,0.0,0.0,79
"(0, 10]","(-30, -20]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(0, 10]","(-20, -10]",2.0,0.00904977375565611,9.04977375565611e-05,79
"(0, 10]","(-10, 0]",16.0,0.07239819004524888,0.0007239819004524888,79
"(0, 10]","(0, 10]",8.0,0.03619909502262444,0.0003619909502262444,79
"(0, 10]","(10, 20]",5.0,0.02262443438914027,0.0002262443438914027,79
"(0, 10]","(20, 30]",0.0,0.0,0.0,79
"(0, 10]","(30, 40]",0.0,0.0,0.0,79
"(10, 20]","(-40, -30]",0.0,0.0,0.0,79
"(10, 20]","(-30, -20]",2.0,0.00904977375565611,9.04977375565611e-05,79
"(10, 20]","(-20, -10]",19.0,0.08597285067873303,0.0008597285067873303,79
"(10, 20]","(-10, 0]",27.0,0.12217194570135746,0.0012217194570135746,79
"(10, 20]","(0, 10]",12.0,0.05429864253393665,0.0005429864253393666,79
"(10, 20]","(10, 20]",12.0,0.05429864253393665,0.0005429864253393666,79
"(10, 20]","(20, 30]",0.0,0.0,0.0,79
"(10, 20]","(30, 40]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(20, 30]","(-40, -30]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(20, 30]","(-30, -20]",5.0,0.02262443438914027,0.0002262443438914027,79
"(20, 30]","(-20, -10]",13.0,0.058823529411764705,0.000588235294117647,79
"(20, 30]","(-10, 0]",24.0,0.1085972850678733,0.0010859728506787331,79
"(20, 30]","(0, 10]",12.0,0.05429864253393665,0.0005429864253393666,79
"(20, 30]","(10, 20]",4.0,0.01809954751131222,0.0001809954751131222,79
"(20, 30]","(20, 30]",3.0,0.013574660633484163,0.00013574660633484164,79
"(20, 30]","(30, 40]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(30, 40]","(-40, -30]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(30, 40]","(-30, -20]",3.0,0.013574660633484163,0.00013574660633484164,79
"(30, 40]","(-20, -10]",4.0,0.01809954751131222,0.0001809954751131222,79
"(30, 40]","(-10, 0]",8.0,0.03619909502262444,0.0003619909502262444,79
"(30, 40]","(0, 10]",3.0,0.013574660633484163,0.00013574660633484164,79
"(30, 40]","(10, 20]",3.0,0.013574660633484163,0.00013574660633484164,79
"(30, 40]","(20, 30]",4.0,0.01809954751131222,0.0001809954751131222,79
"(30, 40]","(30, 40]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(40, 50]","(-40, -30]",0.0,0.0,0.0,79
"(40, 50]","(-30, -20]",0.0,0.0,0.0,79
"(40, 50]","(-20, -10]",2.0,0.00904977375565611,9.04977375565611e-05,79
"(40, 50]","(-10, 0]",4.0,0.01809954751131222,0.0001809954751131222,79
"(40, 50]","(0, 10]",5.0,0.02262443438914027,0.0002262443438914027,79
"(40, 50]","(10, 20]",4.0,0.01809954751131222,0.0001809954751131222,79
"(40, 50]","(20, 30]",3.0,0.013574660633484163,0.00013574660633484164,79
"(40, 50]","(30, 40]",0.0,0.0,0.0,79
"(50, 60]","(-40, -30]",0.0,0.0,0.0,79
"(50, 60]","(-30, -20]",0.0,0.0,0.0,79
"(50, 60]","(-20, -10]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(50, 60]","(-10, 0]",3.0,0.013574660633484163,0.00013574660633484164,79
"(50, 60]","(0, 10]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(50, 60]","(10, 20]",0.0,0.0,0.0,79
"(50, 60]","(20, 30]",0.0,0.0,0.0,79
"(50, 60]","(30, 40]",0.0,0.0,0.0,79
"(60, 70]","(-40, -30]",0.0,0.0,0.0,79
"(60, 70]","(-30, -20]",0.0,0.0,0.0,79
"(60, 70]","(-20, -10]",1.0,0.004524886877828055,4.524886877828055e-05,79
"(60, 70]","(-10, 0]",2.0,0.00904977375565611,9.04977375565611e-05,79
"(60, 70]","(0, 10]",0.0,0.0,0.0,79
"(60, 70]","(10, 20]",0.0,0.0,0.0,79
"(60, 70]","(20, 30]",0.0,0.0,0.0,79
"(60, 70]","(30, 40]",0.0,0.0,0.0,79
"(-10, 0]","(-40, -30]",0.0,0.0,0.0,80
"(-10, 0]","(-30, -20]",0.0,0.0,0.0,80
"(-10, 0]","(-20, -10]",0.0,0.0,0.0,80
"(-10, 0]","(-10, 0]",0.0,0.0,0.0,80
"(-10, 0]","(0, 10]",0.0,0.0,0.0,80
"(-10, 0]","(10, 20]",0.0,0.0,0.0,80
"(-10, 0]","(20, 30]",0.0,0.0,0.0,80
"(-10, 0]","(30, 40]",0.0,0.0,0.0,80
"(0, 10]","(-40, -30]",0.0,0.0,0.0,80
"(0, 10]","(-30, -20]",1.0,0.004484304932735426,4.484304932735426e-05,80
"(0, 10]","(-20, -10]",2.0,0.008968609865470852,8.968609865470852e-05,80
"(0, 10]","(-10, 0]",17.0,0.07623318385650224,0.0007623318385650224,80
"(0, 10]","(0, 10]",8.0,0.03587443946188341,0.00035874439461883406,80
"(0, 10]","(10, 20]",5.0,0.02242152466367713,0.00022421524663677128,80
"(0, 10]","(20, 30]",0.0,0.0,0.0,80
"(0, 10]","(30, 40]",0.0,0.0,0.0,80
"(10, 20]","(-40, -30]",0.0,0.0,0.0,80
"(10, 20]","(-30, -20]",2.0,0.008968609865470852,8.968609865470852e-05,80
"(10, 20]","(-20, -10]",19.0,0.08520179372197309,0.0008520179372197309,80
"(10, 20]","(-10, 0]",27.0,0.1210762331838565,0.001210762331838565,80
"(10, 20]","(0, 10]",12.0,0.053811659192825115,0.0005381165919282511,80
"(10, 20]","(10, 20]",12.0,0.053811659192825115,0.0005381165919282511,80
"(10, 20]","(20, 30]",0.0,0.0,0.0,80
"(10, 20]","(30, 40]",1.0,0.004484304932735426,4.484304932735426e-05,80
"(20, 30]","(-40, -30]",1.0,0.004484304932735426,4.484304932735426e-05,80
"(20, 30]","(-30, -20]",5.0,0.02242152466367713,0.00022421524663677128,80
"(20, 30]","(-20, -10]",13.0,0.05829596412556054,0.0005829596412556054,80
"(20, 30]","(-10, 0]",24.0,0.10762331838565023,0.0010762331838565023,80
"(20, 30]","(0, 10]",13.0,0.05829596412556054,0.0005829596412556054,80
"(20, 30]","(10, 20]",4.0,0.017937219730941704,0.00017937219730941703,80
"(20, 30]","(20, 30]",3.0,0.013452914798206279,0.0001345291479820628,80
"(20, 30]","(30, 40]",1.0,0.004484304932735426,4.484304932735426e-05,80
"(30, 40]","(-40, -30]",1.0,0.004484304932735426,4.484304932735426e-05,80
"(30, 40]","(-30, -20]",3.0,0.013452914798206279,0.0001345291479820628,80
"(30, 40]","(-20, -10]",4.0,0.017937219730941704,0.00017937219730941703,80
"(30, 40]","(-10, 0]",8.0,0.03587443946188341,0.00035874439461883406,80
"(30, 40]","(0, 10]",3.0,0.013452914798206279,0.0001345291479820628,80
"(30, 40]","(10, 20]",3.0,0.013452914798206279,0.0001345291479820628,80
"(30, 40]","(20, 30]",4.0,0.017937219730941704,0.00017937219730941703,80
"(30, 40]","(30, 40]",1.0,0.004484304932735426,4.484304932735426e-05,80
"(40, 50]","(-40, -30]",0.0,0.0,0.0,80
"(40, 50]","(-30, -20]",0.0,0.0,0.0,80
"(40, 50]","(-20, -10]",2.0,0.008968609865470852,8.968609865470852e-05,80
"(40, 50]","(-10, 0]",4.0,0.017937219730941704,0.00017937219730941703,80
"(40, 50]","(0, 10]",5.0,0.02242152466367713,0.00022421524663677128,80
"(40, 50]","(10, 20]",4.0,0.017937219730941704,0.00017937219730941703,80
"(40, 50]","(20, 30]",3.0,0.013452914798206279,0.0001345291479820628,80
"(40, 50]","(30, 40]",0.0,0.0,0.0,80
"(50, 60]","(-40, -30]",0.0,0.0,0.0,80
"(50, 60]","(-30, -20]",0.0,0.0,0.0,80
